Name,Unnamed: 0,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year,SnapsPlayed
Reggie McGrew,4789,4.34,5.05,,0,30,0,Florida,0,0,74,DT,0,0,307,0,1999,
Reggie McNeal,2835,4.27,4.4,,0,0,121,Texas A&M,0,0,74,QB,0,32,198,19,2006,
Reggie Nelson,2567,0,4.48,,0,0,0,Florida,0,0,73,FS,0,34.5,198,0,2007,6378
Reggie Ragland,221,4.28,4.72,,32,,116,Alabama,6.51,9.875,73,ILB,,31.5,247,,2016,538
Reggie Torbor,3478,4.46,4.65,,0,16,120,Auburn,0,0,74,DE,0,34,254,0,2004,
Reggie Wayne,4293,0,4.45,,0,0,0,Miami (FL),0,0,73,WR,0,36,198,0,2001,2366
Reggie Wells,3759,4.56,5.16,,0,23,104,Clarion,0,0,75,OT,0,29,300,0,2003,
Reggie White,4297,4.4,4.58,,0,17,0,,0,0,73,RB,0,37.5,228,0,2001,
Regis Crawford,3295,4.91,6.05,,0,0,0,,0,0,74,OG,0,0,316,0,2004,
Reid Fragel,725,4.68,5.14,,33,33,113,Ohio State,0,10.625,80,OT,7.62,30,308,0,2013,
Renaldo Hill,4147,4.18,4.68,,0,10,116,Michigan State,0,0,71,CB,0,35.5,178,0,2001,
Renaldo Works,3514,4.09,4.7,,0,21,115,,0,0,73,RB,0,30.5,216,0,2004,
Renard Cox,4365,0,4.68,,0,13,111,,0,0,73,CB,0,38,192,0,2000,
Rennie Curran,1625,0,4.75,,31.5,25,0,Georgia,0,10.375,71,OLB,0,34.5,235,0,2010,
Rennie Moore,1149,4.53,5.12,,0,21,109,,0,0,75,DT,0,30,268,0,2012,
Reno Mahe,3655,4.23,4.68,,0,0,109,,0,0,69,WR,0,32,198,0,2003,
Reshad Jones,1694,4.54,4.51,,32,24,118,Georgia,0,9,73,SS,0,39.5,214,0,2010,5849
Reuben Droughns,4373,4.41,4.66,,0,13,115,Oregon,0,0,71,RB,0,30,215,0,2000,
Reuben Foster,230,,,,32.375,,,Alabama,6.43,10.25,72,LB,,,229,,2017,819
Reuben Houston,2776,4.45,4.62,,0,21,127,,0,0,73,CB,0,41.5,192,0,2006,
Rex Burkhead,695,4.09,4.73,,30.875,21,125,Nebraska,0,9.75,70,RB,6.85,39,214,0,2013,
Rex Grossman,3594,0,5.06,,0,0,0,Florida,0,0,71,QB,0,0,217,29,2003,
Rex Hadnot,3336,4.76,5.5,,0,27,91,Houston,0,0,74,OC,0,24.5,323,0,2004,
Rex Tucker,4908,4.43,5.23,,0,27,106,Texas A&M,0,0,77,OT,0,30,303,0,1999,
Rey Maualuga,2018,0,4.78,,0,23,107,USC,0,0,74,ILB,0,0,249,15,2009,3195
Rhett Bomar,1867,4.06,4.7,,0,25,106,Sam Houston State,0,0,74,QB,0,0,225,0,2009,
Rhett Ellison,1020,0,4.88,,32.75,0,109,USC,0,10.25,77,TE,0,31,251,0,2012,
Rian Wallace,3221,3.97,4.68,,0,10,0,Temple,0,0,75,OLB,0,35.5,241,0,2005,
Riar Geer,1649,4.29,5,,33,13,106,,0,10.125,75,FB,0,33,256,0,2010,
Ricardo Allen,325,4.15,4.61,,0,13,117,Purdue,5.1,0,69,CB,0,35.5,187,0,2014,3104
Ricardo Colclough,3287,0,4.49,,0,8,127,Tusculum,0,0,71,CB,0,39.5,194,0,2004,
Ricardo Lockette,1419,4.19,4.34,,33.75,22,127,,0,9.75,74,WR,7.15,35.5,211,0,2011,
Ricardo Louis,73,,4.43,,32.375,18,132,Auburn,5.19,9.5,74,WR,,38,215,,2016,572
Rich Alexis,3245,4.49,4.64,,0,0,114,,0,0,73,RB,0,32,210,0,2004,
Rich Coady,4618,3.88,4.55,,0,20,119,Texas A&M,0,0,73,SS,0,36,210,0,1999,
Rich Gardner,3329,3.91,4.46,,0,11,123,Penn State,0,0,71,CB,0,36.5,199,0,2004,
Richard Marshall,2823,4.16,4.42,,0,12,129,Fresno State,0,0,71,CB,0,37,189,0,2006,1143
Richard Mercier,4474,4.78,5.39,,0,18,97,Miami (FL),0,0,75,OG,0,26,295,0,2000,
Richard Newsome,4216,0,4.59,,0,14,0,,0,0,71,FS,0,0,203,0,2001,
Richard Quinn,2069,4.62,4.88,,0,24,119,North Carolina,0,0,76,TE,0,32.5,264,0,2009,
Richard Rodgers,582,4.47,4.87,,0,16,116,California,5.2,0,76,TE,7.23,31.5,257,0,2014,
Richard Seals,4517,4.6,5.13,,0,24,102,Utah,0,0,74,DT,0,28.5,316,0,2000,
Richard Seigler,3445,0,4.75,,0,25,0,Oregon State,0,0,74,ILB,0,0,243,0,2004,
Richard Sherman,1496,4.33,4.54,,32,16,125,Stanford,0,9.75,75,CB,0,38,195,0,2011,5802
Richie Incognito,3096,0,4.84,,0,29,0,Nebraska,0,0,75,OC,0,0,305,0,2005,
Richie Leone,498,0,0,,0,0,0,Houston,5,0,75,P,0,0,211,0,2014,
Richie Ross,2888,4.31,4.61,,0,0,120,,0,0,76,WR,0,37,209,0,2006,
Richmond Flowers,4119,3.96,4.55,,0,0,114,Chattanooga,0,0,71,WR,6.98,35.5,195,0,2001,
Rick Crowell,4099,4.3,5.03,,0,19,109,Colorado State,0,0,75,OLB,0,31,242,0,2001,
Rick DeMulling,4105,4.6,5.24,,0,32,106,Idaho,0,0,76,OG,0,31.5,307,0,2001,
Rick Nord,4821,4.73,5.3,,0,21,98,,0,0,78,OG,0,25.5,306,0,1999,
Rick Sherrod,3997,4.11,4.62,,0,0,119,,0,0,74,FS,0,37,192,0,2002,
Rickie Simpkins,4253,4.52,5.28,,0,0,97,,0,0,75,DT,0,29.5,287,0,2001,
Ricky Elmore,1332,4.32,4.88,,31,26,106,,0,9.75,77,DE,0,31.5,255,0,2011,
Ricky Henry,1364,4.68,5.68,,33.625,20,90,,0,10.25,75,OG,0,24,308,0,2011,
Ricky Jean Francois,1977,0,5.18,,0,25,0,,0,0,75,DT,0,26,295,0,2009,
Ricky Manning,3658,4.17,4.52,,0,12,117,,0,0,69,CB,0,36.5,185,0,2003,
Ricky Sapp,1780,4.41,4.65,,34.5,23,114,Clemson,0,9.75,76,DE,7.29,34,252,0,2010,
Ricky Seals-Jones,104,4.33,4.69,11.85,33.125,17,121,Texas A&M,,9.625,77,WR,7.46,28,243,,2017,
Ricky Stanzi,1511,4.43,4.87,,32,0,110,Iowa,0,10,76,QB,0,32.5,223,30,2011,
Ricky Thompson,4906,4.32,4.68,,0,15,121,,0,0,73,FS,0,36,181,0,1999,
Ricky Wagner,909,4.91,5.17,,34,20,101,Wisconsin,0,9.875,78,OT,7.94,31.5,308,0,2013,
Ricky Williams,4037,0,4.47,,0,19,110,,0,0,67,RB,0,32.5,190,0,2002,
Ricky Williams,4932,0,4.56,,0,0,124,Texas,0,0,71,RB,0,37,244,0,1999,
Rien Long,3648,0,5.08,,0,0,105,Washington State,0,0,78,DT,0,0,302,0,2003,
Riley Bullough,254,,,,31.25,20,116,Michigan State,5,9.875,74,LB,,31.5,226,,2017,
Riley Cooper,1623,0,4.53,,32.625,0,114,Florida,0,10.375,76,WR,0,33,222,0,2010,2995
Riley Dixon,330,,,,32.25,,,Syracuse,4.82,9.625,76,P,,,221,,2016,
Riley Reiff,1185,4.75,5.23,,33.25,23,98,Iowa,0,10.125,78,OT,7.87,26,313,0,2012,
Riley Skinner,1789,4.29,5.05,,30.5,0,101,,0,9.375,73,QB,7.04,30,214,0,2010,
Rishard Matthews,1129,4.19,4.62,,32.5,20,0,Nevada,0,9.125,72,WR,6.88,36,217,0,2012,2899
Rishaw Johnson,1089,4.53,5.24,,0,22,108,,0,0,75,OG,7.87,31,313,0,2012,
Rob Blanchflower,342,0,0,,0,0,0,Massachusetts,5.1,0,76,TE,0,0,256,0,2014,
Rob Bruggeman,1883,0,5.05,,0,30,0,,0,0,76,OC,0,0,293,0,2009,
Rob Crisp,65,4.6,5.26,,0,26,107,N.C. State,5.5,0,79,OT,8.07,32.5,301,0,2015,
Rob Gronkowski,1663,0,4.68,,34.25,23,0,Arizona,0,10.75,78,TE,0,0,258,0,2010,
Rob Havenstein,148,4.87,5.46,,0,16,96,Wisconsin,5.8,0,79,OT,8.28,28.5,321,0,2015,
Rob Housler,1375,4.21,4.46,,34.5,22,117,,0,9.75,77,TE,0,37,248,0,2011,
Rob Hunt,3095,4.5,4.96,,0,31,108,North Dakota State,0,0,76,OC,0,34.5,301,0,2005,
Rob Konrad,4763,0,4.62,,0,21,113,Syracuse,0,0,75,FB,0,36,251,0,1999,
Rob Meadow,2839,4.76,5.4,,0,29,99,,0,0,77,OG,0,24,324,0,2006,
Rob Meier,4473,4.52,4.99,,0,27,113,Washington State,0,0,77,DE,0,30.5,284,0,2000,
Rob Morris,4483,4.17,4.77,,0,18,113,Brigham Young,0,0,74,ILB,0,33,250,0,2000,
Rob Ninkovich,2856,4.18,4.91,,0,23,116,Purdue,0,0,75,DE,0,34.5,260,0,2006,4379
Rob Riti,4506,0,5.19,,0,17,106,,0,0,74,OC,0,29.5,293,0,2000,
Robbie Doane,3567,4.73,5.29,,0,0,85,,0,0,78,OG,0,24.5,311,0,2003,
Robbie Rouse,864,4.25,4.8,,28.375,15,114,,0,9.25,66,RB,6.97,34,190,0,2013,
Robby Felix,1928,4.73,5.2,,0,33,97,,0,0,75,OC,0,29,302,0,2009,
Robert Alford,658,4.23,4.39,,32,17,132,Southeastern Louisiana,0,9.5,70,CB,6.89,40,188,0,2013,4632
Robert Ayers,1854,4.51,4.77,,0,18,102,Tennessee,0,0,75,DE,0,29.5,272,0,2009,
Robert Bean,4322,4.2,4.5,,0,0,122,Mississippi State,0,0,71,CB,0,34.5,178,0,2000,
Robert Blanton,968,3.97,4.7,,31.25,12,116,Notre Dame,0,9.125,72,CB,6.71,34,208,0,2012,1610
Robert Brannon,4330,4.7,5.19,,0,28,99,,0,0,76,DT,0,28.5,309,0,2000,
Robert Brewster,1872,4.75,5.29,,0,23,98,Ball State,0,0,76,OT,0,30.5,325,0,2009,
Robert Carswell,4084,4.18,4.59,,0,21,106,Clemson,0,0,73,FS,0,34,214,0,2001,
Robert Daniel,4644,4.86,5.04,,0,24,110,Northwestern State,0,0,78,DE,0,28.5,281,0,1999,
Robert Davis,101,4.28,4.44,11.48,33,19,136,Georgia State,,9.625,75,WR,6.82,41,219,,2017,
Robert Felton,2208,4.84,5.51,,0,22,98,,0,0,76,OG,0,23,315,0,2008,
Robert Ferguson,4116,4.07,4.48,,0,0,120,Texas A&M,0,0,73,WR,0,36.5,205,0,2001,
Robert Gallery,3328,4.39,4.98,,0,24,105,Iowa,0,0,79,OT,0,30,323,0,2004,
Robert Geathers,3330,0,4.84,,0,24,112,Georgia,0,0,75,DE,0,33.5,271,0,2004,
Robert Griffin,1045,0,4.41,,32.25,0,120,Baylor,0,9.5,74,QB,0,39,223,24,2012,
Robert Herron,448,4.27,4.48,,0,18,125,Wyoming,5.2,0,69,WR,6.84,35.5,193,0,2014,
Robert Hunt,4724,4.66,5.17,,0,23,94,Virginia,0,0,75,OG,0,24,291,0,1999,
Robert Johnson,3623,4.47,4.96,,0,18,115,,0,0,78,TE,0,33.5,278,0,2003,278
Robert Kent,3368,4.25,4.87,,0,0,110,,0,0,76,QB,0,26.5,222,23,2004,
Robert Lester,802,0,4.66,,32,0,117,,0,9.75,73,SS,0,33.5,220,0,2013,294
Robert McCune,3130,0,4.5,,0,34,0,Louisville,0,0,73,ILB,0,0,245,0,2005,
Robert Meachem,2551,4.31,4.39,,0,0,121,Tennessee,0,0,74,WR,6.97,37.5,214,0,2007,1039
Robert Myers,218,4.91,5.44,,0,0,94,Tennessee St.,5.2,0,77,OG,8.1,27.5,326,0,2015,
Robert Newkirk,4817,4.73,5.21,,0,20,105,,0,0,75,DT,0,26,298,0,1999,
Robert Nkemdiche,163,,4.87,,33.875,28,116,Ole Miss,6.32,10.75,75,DT,,35,294,,2016,
Robert Quinn,1468,4.4,4.62,,34,22,116,North Carolina,0,10.125,76,DE,7.13,34,265,0,2011,
Robert Reynolds,3424,0,4.8,,0,18,0,Ohio State,0,0,76,ILB,0,0,244,0,2004,
Robert Royal,3990,4.27,4.97,,0,14,114,LSU,0,0,77,TE,0,31,253,0,2002,
Robert Sands,1486,4.06,4.53,,33.375,12,124,West Virginia,0,9.75,76,FS,0,35,217,0,2011,
Robert Thomas,621,0,0,,0,32,0,Arkansas,4.5,0,73,DT,0,0,327,0,2014,
Robert Thomas,4018,4.1,4.51,,0,21,116,UCLA,0,0,73,OLB,0,34,229,0,2002,
Robert Turbin,1230,4.31,4.5,,31,28,122,Utah State,0,9.75,70,RB,7.16,36,222,0,2012,424
Robert Woods,940,4.47,4.51,,31,14,117,USC,0,9.25,72,WR,7.15,33.5,201,0,2013,4265
Roberto Aguayo,319,,,,31.75,,,Florida State,5.5,9.875,72,K,,,207,,2016,
Roberto Garza,4125,4.53,5,,0,37,114,Texas A&M-Kingsville,0,0,74,OC,0,32.5,303,0,2001,
Roc Alexander,3244,4.23,4.35,,0,0,125,,0,0,71,CB,0,39.5,185,0,2004,
Rock Cartwright,3822,4.25,4.47,,0,30,116,Kansas State,0,0,68,RB,0,35,237,0,2002,
Rocky Bernard,3799,4.41,4.96,,0,30,108,Texas A&M,0,0,76,DT,0,33,294,0,2002,
Rocky Boiman,3804,4.05,4.6,,0,17,122,Notre Dame,0,0,76,OLB,0,35,242,0,2002,
Rocky Calmus,3816,0,4.69,,0,16,0,Oklahoma,0,0,75,OLB,0,0,243,0,2002,
Rod Babers,3521,4.07,4.43,,0,15,127,Texas,0,0,69,CB,0,37,192,0,2003,
Rod Coleman,4623,4.57,4.94,,0,0,111,,0,0,74,DE,0,32.5,262,0,1999,
Rod Davis,3303,4.03,4.76,,0,0,114,Southern Miss,0,0,74,ILB,0,0,238,0,2004,
Rod Gardner,4124,0,4.48,,0,0,0,Clemson,0,0,74,WR,0,36,219,0,2001,
Rod Kelly,4176,4.55,4.93,,0,20,114,,0,0,77,DE,0,28.5,254,0,2001,
Rod Rutherford,3435,4.47,4.79,,0,0,110,,0,0,74,QB,0,30.5,240,17,2004,
Roddrick Muckelroy,1741,4.39,4.68,,32.5,19,110,Texas,0,9.25,74,OLB,0,31,246,0,2010,
Roderick Green,3332,4.04,4.7,,0,21,129,Central Missouri State,0,0,74,DE,0,34.5,245,0,2004,
Roderick Johnson,137,,,,36,,,Florida State,5.62,10.75,79,OT,,,298,,2017,
Rodger Saffold,1778,4.67,5.21,,33.625,27,113,Indiana,0,9.375,77,OT,0,29.5,316,0,2010,
Rodney Adams,71,4.28,4.44,11.39,32,8,125,USF,5.41,9,73,WR,6.98,29.5,189,,2017,
Rodney Crayton,4098,4.4,4.6,,0,13,118,,0,0,68,CB,0,35.5,178,0,2001,
Rodney Hudson,1377,4.96,5.27,,32.5,27,95,Florida State,0,9.375,74,OC,0,25.5,299,0,2011,
Rodney Leslie,3377,0,5.15,,0,31,0,,0,0,75,DT,0,0,309,0,2004,
Rodney Smith,877,4.07,4.51,,34.75,0,120,,0,10.375,76,WR,7.03,34.5,225,0,2013,
Rodrique Wright,2954,4.52,5.08,,0,31,110,Texas,0,0,77,DT,0,32,300,0,2006,
Roger Lewis,89,,4.57,,32,8,116,Bowling Green,4.83,9.75,72,WR,,33.5,201,,2016,695
Roger McIntosh,2834,0,4.63,,0,18,119,,0,0,74,OLB,0,41.5,237,0,2006,
Roger Roesler,4509,4.76,5.31,,0,25,101,,0,0,78,OG,0,29.5,314,0,2000,
Rogers Beckett,4324,4.29,4.62,,0,15,119,Marshall,0,0,74,FS,0,39.5,207,0,2000,
Rogers Gaines,730,5.24,5.24,,36.25,28,0,,0,10.625,78,OT,0,23,334,0,2013,
Rohan Davey,3836,0,4.74,,0,0,0,LSU,0,0,74,QB,0,25.5,245,17,2002,
Rokevious Watkins,1239,4.9,5.39,,34.625,0,102,South Carolina,0,10,76,OG,7.87,27,338,0,2012,
Rolando McClain,1720,0,4.68,,33,24,0,Alabama,0,9.375,76,ILB,0,0,249,0,2010,1767
Romaro Miller,4201,4.51,4.61,,0,0,110,,0,0,73,QB,0,35,205,11,2001,
Romeo Okwara,219,4.53,4.9,,34.125,23,120,Notre Dame,4.8,10.125,77,DE,7.38,33,265,,2016,
Ron Brace,1869,4.73,5.48,,0,32,99,Boston College,0,0,75,DT,0,28,330,0,2009,
Ron Brooks,979,0,4.37,,0,12,120,LSU,0,0,70,CB,0,38,190,0,2012,235
Ron Dugans,4374,0,4.58,,0,0,117,Florida State,0,0,74,WR,0,0,206,0,2000,
Ron Edwards,4113,0,4.86,,0,0,0,Texas A&M,0,0,75,DT,0,0,293,0,2001,
Ron Isreal,3908,0,4.6,,0,20,121,,0,0,73,SS,0,0,213,0,2002,
Ron Johnson,3915,4.02,4.7,,0,0,118,Minnesota,0,0,75,WR,0,34.5,225,0,2002,
Ron Thompson,206,4.5,4.92,,32.25,18,,Syracuse,5.32,9.375,75,DE,7.46,,253,,2016,
Ronald Bartell,2972,0,4.37,,0,21,0,Howard,0,0,73,CB,0,35.5,211,0,2005,413
Ronald Bellamy,3531,4.1,4.57,,0,0,119,,0,0,73,WR,0,30.5,208,0,2003,
Ronald Blair,201,4.53,5.15,,34,32,113,Appalachian State,5.53,10.25,74,DE,7.95,30,284,,2016,
Ronald Curry,3834,4.11,4.59,,0,0,115,North Carolina,0,0,74,QB,0,35,220,22,2002,
Ronald Darby,70,4.14,4.38,,0,12,129,Florida St.,5.6,0,71,CB,6.94,41.5,193,0,2015,2494
Ronald Fields,3046,4.68,5.24,,0,0,102,Mississippi State,0,0,75,DT,0,27,313,0,2005,
Ronald Johnson,1393,0,4.46,,30.75,16,0,USC,0,9,71,WR,0,0,199,0,2011,
Ronald Leary,1109,4.91,5.36,,0,30,104,,0,0,75,OG,7.87,29,315,0,2012,
Ronald Powell,559,0,4.65,,0,21,114,Florida,5.4,0,75,OLB,0,35.5,237,0,2014,
Rondel Menendez,4796,3.96,4.24,,0,0,117,Eastern Kentucky,0,0,69,WR,0,37,178,0,1999,
Rondell Mealey,4471,4.15,4.69,,0,0,120,LSU,0,0,73,RB,0,33,212,0,2000,
Ronnell Lewis,1111,4.4,4.68,,32.5,36,112,Oklahoma,0,9.25,74,OLB,7.09,31,253,0,2012,
Ronney Jenkins,4430,0,4.5,,0,18,118,,0,0,71,RB,0,0,184,0,2000,
Ronnie Bradley,4592,4.1,4.57,,0,0,115,,0,0,69,RB,0,36,221,0,1999,
Ronnie Brown,2993,4.14,4.43,,0,18,117,Auburn,0,0,73,RB,0,34,233,0,2005,355
Ronnie Ghent,3331,4.55,5.02,,0,11,103,,0,0,75,TE,0,27.5,248,0,2004,
Ronnie Hillman,1065,0,4.45,,30,17,0,San Diego State,0,8.5,69,RB,0,37,200,0,2012,836
Ronnie Powell,4840,4.14,4.43,,0,0,116,,0,0,70,RB,0,35.5,174,0,1999,
Ronnie Stanley,134,4.9,5.2,,35.625,,,Notre Dame,6.7,10.625,78,OT,8.03,,312,,2016,
Rontez Miles,827,4.27,4.62,,32.875,0,123,,0,10.25,72,FS,6.97,36.5,203,0,2013,394
Roosevelt Williams,4038,0,4.63,,0,23,123,Tuskegee,0,0,73,CB,0,38,204,0,2002,
Rory 'Busta' Anderson,9,0,0,,0,0,0,South Carolina,5.5,0,77,TE,0,0,244,0,2015,
Rory Johnson,2527,4.07,4.59,,0,19,116,,0,0,73,OLB,0,38,232,0,2007,
Roscoe Parrish,3159,4.2,4.37,,0,10,126,Miami (FL),0,0,70,WR,6.64,36,170,0,2005,
Rosevelt Colvin,4627,4.19,4.92,,0,0,119,Purdue,0,0,75,DE,0,36.5,256,0,1999,
Ross Cockrell,376,4.32,4.56,,0,10,122,Duke,5.4,0,72,CB,7.28,36.5,191,0,2014,2392
Ross Homan,1373,4.34,4.66,,30.5,32,111,Ohio State,0,9.75,73,OLB,0,35.5,240,0,2011,
Ross Kolodziej,4178,4.36,4.87,,0,25,111,Wisconsin,0,0,75,DE,0,34.5,290,0,2001,
Ross Scheuerman,265,4.11,4.62,,0,15,121,Lafayette,5,0,72,RB,7.08,33,204,0,2015,
Roy Helu,1363,4.01,4.4,,31.375,11,119,Nebraska,0,10.25,73,RB,0,36.5,219,0,2011,891
Roy Miller,2030,4.74,4.95,,0,36,103,Texas,0,0,73,DT,0,32,310,0,2009,
Roy Schuening,2352,0,5.29,,0,26,0,Oregon State,0,0,76,OG,0,25,306,0,2008,
Roy Williams,4039,0,4.53,,0,13,115,Oklahoma,0,0,73,SS,0,30.5,219,0,2002,
Roylin Bradley,4074,4.28,4.67,,0,19,114,,0,0,73,OLB,0,34,243,0,2001,
Rudi Johnson,4169,4.22,4.57,,0,24,0,Auburn,0,0,70,RB,0,37.5,227,0,2001,
Rudy Ford,307,,,,30,20,,Auburn,5.13,8.875,71,S,,,205,,2017,
Rueben Randle,1183,4.36,4.55,,33,15,121,LSU,0,9.5,75,WR,6.99,31,210,0,2012,2535
Rufus Alexander,2410,4.3,4.79,,0,25,117,Oklahoma,0,0,73,OLB,0,35,228,0,2007,
Rufus Brown,3265,4.44,4.43,,0,15,124,,0,0,69,CB,0,33,187,0,2004,
Rufus French,4676,4.5,4.92,,0,20,106,,0,0,75,TE,0,32,256,0,1999,
Rulon Davis,1913,0,5,,0,20,111,,0,0,77,DE,0,30,281,0,2009,
Rushel Shell,47,,4.74,,30,21,,West Virginia,,9.625,70,RB,,32.5,227,,2017,
Russ Hochstein,4148,4.6,5.4,,0,16,95,Nebraska,0,0,76,OG,0,26.5,300,0,2001,
Russell Bodine,344,4.66,5.18,,0,42,109,North Carolina,5.3,0,75,C,8.26,29,310,0,2014,
Russell Davis,4646,4.56,4.95,,0,27,104,North Carolina,0,0,76,DT,0,27.5,294,0,1999,
Russell Okung,1748,0,5.18,,36,38,0,Oklahoma State,0,10.5,77,OT,0,0,307,0,2010,
Russell Stewart,4263,4.3,4.92,,0,17,106,,0,0,76,TE,0,28.5,251,0,2001,
Russell Wilson,1247,4.09,4.55,,31,0,118,Wisconsin,0,10.25,71,QB,6.97,34,204,28,2012,6512
Ryan Anderson,234,,4.78,,31.5,,,Alabama,5.89,9.375,74,OLB,,,253,,2017,
Ryan Baker,955,4.35,4.88,,0,30,113,,0,0,71,OLB,7.21,34,232,0,2012,
Ryan Bartholomew,1274,4.62,4.93,,33.75,34,92,,0,9.625,73,OC,0,26.5,302,0,2011,
Ryan Boschetti,3261,4.27,5.06,,0,0,110,,0,0,77,DT,0,29.5,306,0,2004,
Ryan Broyles,983,0,0,,32.25,21,0,Oklahoma,0,9,70,WR,0,0,192,0,2012,466
Ryan Carrethers,370,0,5.47,,0,32,88,Arkansas State,5.2,0,73,NT,7.89,26,337,0,2014,
Ryan Colburn,1313,4.28,5.12,,30,0,0,,0,9.5,75,QB,0,0,233,0,2011,
Ryan Cook,2719,4.67,5.47,,0,28,97,New Mexico,0,0,79,OT,0,26.5,328,0,2006,
Ryan Delaire,79,0,4.97,,0,23,0,Towson,5,0,76,DE,0,0,254,0,2015,
Ryan Denney,3842,4.25,4.86,,0,36,107,Brigham Young,0,0,79,DE,0,33,276,0,2002,
Ryan Diem,4106,4.46,5.13,,0,0,102,Northern Illinois,0,0,79,OT,0,34,338,0,2001,
Ryan Fitzpatrick,3048,4.07,4.86,,0,0,105,Harvard,0,0,75,QB,0,30.5,232,48,2005,4743
Ryan Fowler,3324,4.19,4.8,,0,35,118,,0,0,75,ILB,0,37.5,250,0,2004,
Ryan Glasgow,207,4.5,5.13,,33.375,20,105,Michigan,5.46,9.625,75,DT,7.55,27.5,302,,2017,
Ryan Grant,435,4.11,4.64,,0,8,119,Tulane,5.1,0,72,WR,6.68,35.5,199,0,2014,1410
Ryan Grant,3064,4.14,4.43,,0,17,115,,0,0,73,RB,0,33.5,215,0,2005,1410
Ryan Grice-Mullen,2231,4.16,4.53,,0,17,118,,0,0,70,WR,0,27.5,187,0,2008,
Ryan Groy,438,4.47,5.19,,0,26,108,Wisconsin,5.2,0,77,OG,7.49,26.5,316,0,2014,
Ryan Hale,4700,4.38,5.18,,0,8,104,Arkansas,0,0,76,DT,0,30.5,295,0,1999,
Ryan Hannam,3884,4.21,4.69,,0,18,113,Northern Iowa,0,0,75,TE,0,30.5,251,0,2002,
Ryan Harris,2502,4.52,5.09,,0,22,100,Notre Dame,0,0,77,OT,0,25.5,305,0,2007,
Ryan Hewitt,449,4.35,4.87,,0,0,109,Stanford,5,0,76,FB,7.04,33,246,0,2014,
Ryan Hoag,3605,3.95,4.51,,0,0,125,Gustavus Adolphus,0,0,74,WR,0,38,200,0,2003,
Ryan Johanningmeier,4432,4.66,5.25,,0,0,107,,0,0,78,OG,0,29,310,0,2000,
Ryan Kalil,2531,4.34,4.96,,0,34,104,USC,0,0,75,OC,0,26,299,0,2007,
Ryan Kelly,105,4.59,5.03,,33.625,26,103,Alabama,5.8,9.625,76,C,7.58,,311,,2016,
Ryan Kerrigan,1403,4.39,4.67,,33.375,31,122,Purdue,0,9.5,76,DE,0,33.5,267,0,2011,5749
Ryan LaCasse,2807,4.34,4.62,,0,34,113,Syracuse,0,0,75,DE,0,34,257,0,2006,
Ryan Lindley,1113,4.45,4.9,,32.625,0,108,San Diego State,0,10,76,QB,7.52,29.5,229,35,2012,466
Ryan Malleck,101,4.33,,,32.5,18,121,Virginia Tech,5.16,9.375,76,TE,7,34.5,247,,2016,
Ryan Mallett,1423,0,5.24,,34.375,0,0,Arkansas,0,10.75,79,QB,0,24,253,26,2011,640
Ryan Mathews,1716,4.33,4.37,,31,19,121,Fresno State,0,9.25,73,RB,0,36,218,16,2010,1326
Ryan McBean,2544,4.46,4.98,,0,27,108,Oklahoma State,0,0,77,DT,0,28,286,0,2007,
Ryan Miller,1143,4.78,5.27,,0,32,100,Colorado,0,0,79,OG,7.72,28,321,0,2012,
Ryan Moats,3142,4.11,4.46,,0,19,117,Louisiana Tech,0,0,68,RB,0,36,210,0,2005,
Ryan Moore,2558,4.35,4.54,,0,0,110,,0,0,74,WR,0,32,217,0,2007,
Ryan Mouton,2040,0,4.51,,0,18,129,Hawaii,0,0,69,CB,0,39.5,187,0,2009,387
Ryan Nassib,840,4.53,5.06,,32,0,105,Syracuse,0,10.125,74,QB,7.34,28.5,227,0,2013,
Ryan OCallaghan,2860,0,5.39,,0,21,92,California,0,0,79,OT,0,25,344,0,2006,
Ryan Palmer,2055,4.29,4.54,,0,16,121,,0,0,68,CB,0,36.5,190,0,2009,
Ryan Prince,4231,4.45,4.99,,0,20,102,,0,0,77,TE,0,31,257,0,2001,
Ryan Ramczyk,125,,,,33.75,25,,Wisconsin,6.2,10.875,78,OT,,,310,,2017,
Ryan Riddle,3178,0,4.82,,0,18,0,California,0,0,74,DE,0,0,253,0,2005,
Ryan Russell,259,4.47,4.75,,0,25,119,Purdue,5,0,76,DE,7.25,32.5,269,0,2015,
Ryan Shazier,592,4.21,0,,0,25,130,Ohio St.,6.2,0,73,OLB,6.91,42,237,0,2014,2368
Ryan Sims,3999,0,5.09,,0,27,0,North Carolina,0,0,76,DT,0,0,311,0,2002,
Ryan Smith,2622,0,4.51,,0,11,0,Florida,0,0,70,CB,0,0,174,0,2007,790
Ryan Smith,289,4.09,4.47,11.18,30.5,18,122,North Carolina Central,5.14,8.875,71,CB,6.88,36,189,,2016,790
Ryan Spadola,879,4.07,4.48,,30.75,15,119,,0,9.75,73,WR,6.72,33.5,204,0,2013,
Ryan Steed,1211,4.22,4.68,,0,12,121,,0,0,70,CB,6.94,34,195,0,2012,
Ryan Switzer,80,4,4.51,11.14,28,11,116,North Carolina,5.23,9.25,68,WR,6.77,32,181,,2017,
