,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Name,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year
4613,0,4.91,,0,21,0,,0,0,76,Ed Chester,DT,0,0,294,0,1999
4614,4.16,4.53,,0,0,112,Colorado,0,0,73,Darrin Chiaverini,WR,0,33,212,0,1999
4615,4.37,4.63,,0,16,116,USC,0,0,75,Chris Claiborne,ILB,0,34,248,0,1999
4616,4.35,4.86,,0,12,113,Wake Forest,0,0,75,Desmond Clark,TE,0,31,255,0,1999
4617,4.16,4.56,,0,17,117,Boston College,0,0,71,Mike Cloud,RB,0,38.5,200,0,1999
4618,3.88,4.55,,0,20,119,Texas A&M,0,0,73,Rich Coady,SS,0,36,210,0,1999
4619,4.54,5.35,,0,21,101,Washington,0,0,79,Tony Coats,OG,0,30,312,0,1999
4620,4.55,5.12,,0,19,112,Georgia,0,0,76,Antonio Cochran,DE,0,33,297,0,1999
4621,4.2,4.57,,0,17,121,,0,0,75,Nikia Codie,FS,0,34,207,0,1999
4622,4.52,5,,0,29,108,,0,0,75,Willie Cohens,DE,0,33.5,264,0,1999
4623,4.57,4.94,,0,0,111,,0,0,74,Rod Coleman,DE,0,32.5,262,0,1999
4624,4.41,4.83,,0,20,108,,0,0,74,Alphonso Collins,TE,0,32.5,281,0,1999
4625,0,4.51,,0,17,117,McNeese State,0,0,69,Cecil Collins,RB,0,33,209,0,1999
4626,0,5.03,,0,20,100,,0,0,76,Dan Collins,OG,0,24,282,0,1999
4627,4.19,4.92,,0,0,119,Purdue,0,0,75,Rosevelt Colvin,DE,0,36.5,256,0,1999
4628,4.84,5.55,,0,17,101,,0,0,80,Kris Comstock,OT,0,23.5,319,0,1999
4629,4.04,4.5,,0,0,120,,0,0,68,Eddie Conti,WR,0,36,173,0,1999
4630,4.32,4.8,,0,0,112,,0,0,73,Mike Cook,QB,0,33.5,207,22,1999
4631,4.3,4.77,,0,13,122,USC,0,0,71,Rashard Cook,FS,0,36,197,0,1999
4632,4.28,4.5,,0,0,117,,0,0,74,Jermaine Copeland,WR,0,36,201,0,1999
4633,4.77,5.41,,0,21,100,,0,0,74,Mondell Corbett,OG,0,29,313,0,1999
4634,4.34,5.08,,0,0,0,Kentucky,0,0,76,Tim Couch,QB,0,31,225,22,1999
4635,4.42,4.67,,0,0,109,Miami (FL),0,0,74,Scott Covington,QB,0,34,219,21,1999
4636,4.2,4.52,,0,14,113,Colorado State,0,0,70,Jason Craft,CB,0,37.5,178,0,1999
4637,4.13,4.52,,0,0,122,UCF,0,0,76,Daunte Culpepper,QB,0,39,255,18,1999
4638,4.14,4.48,,0,21,125,,0,0,68,Chris Cummings,CB,0,34.5,186,0,1999
4639,4.69,5.35,,0,20,98,,0,0,77,DeMarcus Curry,OT,0,25.5,317,0,1999
4640,4.37,4.85,,0,0,114,UC Davis,0,0,74,Kevin Daft,QB,0,32.5,203,32,1999
4641,4.61,5.24,,0,23,99,,0,0,80,Aaron Dalan,OT,0,23.5,328,0,1999
4642,4.32,4.71,,0,30,117,Hampton,0,0,73,Antico Dalton,OLB,0,35,242,0,1999
4643,4.4,4.77,,0,34,106,,0,0,71,Tony DAmato,ILB,0,30,240,0,1999
4644,4.86,5.04,,0,24,110,Northwestern State,0,0,78,Robert Daniel,DE,0,28.5,281,0,1999
4645,4.82,4.9,,0,0,109,,0,0,76,Oscar Davenport,QB,0,31,199,6,1999
4646,4.56,4.95,,0,27,104,North Carolina,0,0,76,Russell Davis,DT,0,27.5,294,0,1999
4647,4.56,5.53,,0,23,102,,0,0,76,Eric De Groh,OC,0,28,324,0,1999
4648,4.57,5.01,,0,25,112,Tarleton State,0,0,76,James Dearth,TE,0,29.5,273,0,1999
4649,4.15,4.67,,0,20,116,Notre Dame,0,0,70,Autry Denson,RB,0,31,197,0,1999
4650,4.49,5.28,,0,14,109,,0,0,78,Dan Dercher,OT,0,28,293,0,1999
4651,4.14,4.97,,0,24,111,Iowa,0,0,76,Jared DeVries,DT,0,32.5,279,0,1999
4652,4.4,4.94,,0,20,112,Clemson,0,0,75,Adrian Dingle,DE,0,33,290,0,1999
4653,4.85,5.26,,0,22,102,Virginia,0,0,74,Antonio Dingle,DT,0,31,320,0,1999
4654,4.52,4.93,,0,24,112,,0,0,74,Charles Dorsey,DT,0,31,283,0,1999
4655,4.36,4.64,,0,0,119,California,0,0,73,Dameane Douglas,WR,0,31.5,201,0,1999
4656,4.27,4.75,,0,0,112,,0,0,75,Scott Dreisbach,QB,0,33,216,20,1999
4657,4.24,4.63,,0,17,113,,0,0,70,Kelvin Eafon,FB,0,32,221,0,1999
4658,3.96,4.46,,0,0,123,Clemson,0,0,73,Antuan Edwards,SS,0,38,210,0,1999
4659,4.19,4.66,,0,18,122,,0,0,73,Brian Edwards,FB,0,35.5,223,0,1999
4660,4.27,4.65,,0,10,113,,0,0,71,Eric Edwards,CB,0,34,180,0,1999
4661,4.16,4.57,,0,0,118,Louisiana Tech,0,0,70,Troy Edwards,WR,0,36.5,191,0,1999
4662,4.39,4.7,,0,0,112,North Carolina,0,0,76,Ebenezer Ekuban,DE,0,32,281,0,1999
4663,4.24,4.79,,0,51,113,,0,0,75,Justin Ernest,DT,0,31,281,0,1999
4664,4.19,4.77,,0,23,113,,0,0,74,Dan Falcon,DT,0,33,274,0,1999
4665,4.76,5.12,,0,20,95,UCLA,0,0,80,Kris Farris,OT,0,24,313,0,1999
4666,4.09,4.67,,0,0,111,,0,0,76,John Fassel,WR,0,33.5,189,0,1999
4667,4.09,4.57,,0,0,114,LSU,0,0,68,Kevin Faulk,RB,0,34,205,0,1999
4668,4.7,4.79,,0,18,107,Oklahoma,0,0,73,Jermaine Fazande,FB,0,31.5,268,0,1999
4669,4.21,4.62,,0,24,108,Pennsylvania,0,0,70,Jim Finn,FB,0,31.5,228,0,1999
4670,4.34,5,,0,19,106,Air Force,0,0,76,Bryce Fisher,DE,0,31,283,0,1999
4671,4.16,4.49,,0,10,124,West Virginia,0,0,73,Charles Fisher,CB,0,38,182,0,1999
4672,0,5.2,,0,27,0,Baylor,0,0,78,Derrick Fletcher,OT,0,0,374,0,1999
4673,4.16,4.66,,0,20,117,Nebraska,0,0,73,Jay Foreman,ILB,0,36,241,0,1999
4674,4.41,4.77,,0,0,112,,0,0,73,Shawn Foreman,WR,0,32,212,0,1999
4675,0,4.65,,0,7,125,,0,0,73,Mitchell Freedman,FS,0,38.5,217,0,1999
4676,4.5,4.92,,0,20,106,,0,0,75,Rufus French,TE,0,32,256,0,1999
4677,4.51,5.36,,0,25,100,Duke,0,0,75,Lennie Friedman,OG,0,29,301,0,1999
4678,4.51,5.28,,0,20,100,,0,0,78,Todd Frohbieter,OT,0,27,323,0,1999
4679,4.34,4.79,,0,23,108,,0,0,73,Chris Gall,FB,0,31,229,0,1999
4680,4.54,5.18,,0,24,105,,0,0,74,Jason Gamble,OC,0,28.5,302,0,1999
4681,4.2,4.72,,0,0,108,,0,0,75,Mark Garcia,QB,0,33.5,220,21,1999
4682,4.32,4.71,,0,25,113,Northwestern,0,0,73,Barry Gardner,ILB,0,33,242,0,1999
4683,4.66,5.09,,0,23,96,Baylor,0,0,75,Kelvin Garmon,OG,0,25,329,0,1999
4684,4.13,4.71,,0,22,116,Georgia,0,0,73,Olandis Gary,RB,0,34,216,0,1999
4685,4.24,4.61,,0,15,117,Florida,0,0,71,Tony George,SS,0,36.5,198,0,1999
4686,4.21,4.83,,0,0,105,Ohio State,0,0,73,Joe Germaine,QB,0,32,211,25,1999
4687,4.54,5.35,,0,31,111,Wisconsin,0,0,78,Aaron Gibson,OT,0,24,386,0,1999
4688,4.3,4.68,,0,15,115,,0,0,74,Marquis Gibson,OLB,0,33,227,0,1999
4689,4.59,5.35,,0,35,95,,0,0,77,Justin Glasgow,OG,0,24,328,0,1999
4690,4.36,4.69,,0,26,121,Utah,0,0,73,Phil Glover,OLB,0,36.5,239,0,1999
4691,3.86,4.44,,0,21,117,,0,0,71,Matt Graham,SS,0,35,207,0,1999
4692,4.23,4.69,,0,16,115,,0,0,73,Anthony Gray,RB,0,32.5,228,0,1999
4693,4.8,5.55,,0,18,92,,0,0,79,Cornell Green,OT,0,23,326,0,1999
4694,4.48,4.76,,0,18,114,,0,0,75,Lamont Green,OLB,0,33,226,0,1999
4695,4.45,5.27,,0,26,96,Oklahoma,0,0,73,Kelly Gregg,DT,0,24,302,0,1999
4696,4.33,5.09,,0,0,108,Northwest Missouri State,0,0,75,Chris Greisen,QB,0,30.5,223,27,1999
4697,4.45,4.88,,0,0,111,,0,0,76,Mike Grieb,TE,0,27,248,0,1999
4698,4.2,4.65,,0,0,116,,0,0,69,Damon Griffin,WR,0,36,186,0,1999
4699,3.99,4.38,,0,15,121,,0,0,73,Billy Gustin,FS,0,37,192,0,1999
4700,4.38,5.18,,0,8,104,Arkansas,0,0,76,Ryan Hale,DT,0,30.5,295,0,1999
4701,4.29,4.54,,0,17,123,Fresno State,0,0,73,Cory Hall,FS,0,36,202,0,1999
4702,4.33,4.45,,0,0,115,Colorado State,0,0,69,Darran Hall,WR,0,34,168,0,1999
4703,4.54,4.91,,0,24,105,,0,0,76,Derrick Ham,DE,0,28.5,257,0,1999
4704,4.16,4.54,,0,0,111,,0,0,73,Donnie Hart,WR,0,32,192,0,1999
4705,4.2,4.58,,0,0,122,Oregon State,0,0,73,Armon Hatcher,SS,0,36,215,0,1999
4706,4.11,4.84,,0,26,121,South Dakota State,0,0,77,Steve Heiden,TE,0,32,260,0,1999
4707,4.31,4.54,,0,20,113,Arkansas,0,0,73,Madre Hill,RB,0,32,199,0,1999
4708,3.86,4.29,,0,18,134,,0,0,71,Jay Hinton,RB,0,43.5,200,0,1999
4709,4.06,4.69,,0,16,123,Texas A&M,0,0,74,Warrick Holdman,OLB,0,35,233,0,1999
4710,0,4.41,,0,14,112,,0,0,69,Andre Holland,CB,0,34,181,0,1999
4711,0,5.19,,0,26,0,,0,0,79,Gary Holmes,DT,0,0,319,0,1999
4712,0,4.44,,0,0,118,North Carolina State,0,0,73,Torry Holt,WR,0,37,192,0,1999
4713,4.33,4.98,,0,15,112,,0,0,75,Kevin Homer,ILB,0,32.5,241,0,1999
4714,4.8,5.16,,0,17,100,,0,0,73,Chris Hood,DT,0,26,281,0,1999
4715,4.62,5.21,,0,20,102,Eastern Kentucky,0,0,75,Tyrone Hopson,OG,0,26,319,0,1999
4716,4.37,4.84,,0,18,115,,0,0,73,Terry Houzah,ILB,0,33,238,0,1999
4717,4.48,4.74,,0,16,110,,0,0,70,Bobbie Howard,ILB,0,30,232,0,1999
4718,4.44,5.12,,0,0,107,Washington,0,0,77,Brock Huard,QB,0,30.5,227,25,1999
4719,4.33,4.76,,0,14,111,,0,0,75,Matt Hughes,ILB,0,31,251,0,1999
4720,4.89,5.73,,0,31,96,,0,0,77,Corey Hulsey,OG,0,25,367,0,1999
4721,4.62,5.36,,0,0,106,Texas,0,0,79,Jay Humphrey,OT,0,31,322,0,1999
4722,0,4.55,,0,19,124,,0,0,69,John Humphrey,RB,0,35.5,195,0,1999
4723,4.73,4.98,,0,17,111,Kentucky State,0,0,76,Cletidus Hunt,DT,0,31.5,293,0,1999
4724,4.66,5.17,,0,23,94,Virginia,0,0,75,Robert Hunt,OG,0,24,291,0,1999
4725,0,4.58,,0,20,117,Michigan State,0,0,71,Sedrick Irvin,RB,0,35,223,0,1999
4726,4.06,4.61,,0,16,117,Florida State,0,0,73,Dexter Jackson,FS,0,36,196,0,1999
4727,4.29,4.84,,0,0,115,,0,0,73,Lenzie Jackson,WR,0,35,188,0,1999
4728,4.29,4.68,,0,0,116,,0,0,73,Quincy Jackson,WR,0,31,187,0,1999
4729,4.47,4.82,,0,14,105,Nebraska,0,0,75,Sheldon Jackson,TE,0,30.5,243,0,1999
4730,4.21,4.71,,0,26,112,Florida,0,0,71,Terry Jackson,FB,0,32.5,222,0,1999
4731,3.88,4.38,,0,0,0,Miami (FL),0,0,73,Edgerrin James,RB,0,0,216,0,1999
4732,4.61,5.3,,0,22,100,Michigan,0,0,79,Jon Jansen,OT,0,27,305,0,1999
4733,4.61,4.89,,0,18,109,,0,0,74,Love Jefferson,TE,0,33,262,0,1999
4734,4.18,4.51,,0,0,118,Nebraska-Omaha,0,0,73,MarTay Jenkins,WR,0,39.5,203,0,1999
4735,4.53,4.81,,0,20,113,,0,0,76,John Jennings,TE,0,29,241,0,1999
4736,4.45,5.16,,0,22,104,,0,0,75,Garrett Johnson,DT,0,28,286,0,1999
4737,4.19,4.71,,0,16,0,,0,0,74,J.J. Johnson,RB,0,0,227,0,1999
4738,3.86,4.41,,0,0,115,Syracuse,0,0,71,Kevin Johnson,WR,0,36.5,194,0,1999
4739,4.24,4.97,,0,27,103,,0,0,73,Olrick Johnson,ILB,0,29.5,246,0,1999
4740,4.32,4.71,,0,16,117,Miami (OH),0,0,74,Paris Johnson,SS,0,35,207,0,1999
4741,4.28,4.61,,0,12,118,Oregon State,0,0,76,Bryan Jones,OLB,0,35,210,0,1999
4742,4.48,4.72,,0,21,0,Clemson,0,0,70,Chris Jones,OLB,0,0,228,0,1999
4743,4.18,4.69,,0,15,112,,0,0,71,Corby Jones,RB,0,31.5,223,0,1999
4744,4.49,4.69,,0,0,114,,0,0,71,Daniel Jones,WR,0,37,185,0,1999
4745,3.96,4.53,,0,12,118,Northwestern State,0,0,68,Jermaine Jones,CB,0,38.5,180,0,1999
4746,4.78,5.58,,0,30,102,,0,0,79,Willie Jones,OT,0,26,372,0,1999
4747,4.32,4.5,,0,17,109,,0,0,73,Gana Joseph,FS,0,32,212,0,1999
4748,4.21,4.69,,0,14,115,,0,0,71,Sori Kanu,FS,0,35,193,0,1999
4749,0,4.68,,0,23,0,Ohio State,0,0,75,Andy Katzenmoyer,ILB,0,0,258,0,1999
4750,4.24,4.58,,0,0,122,Florida,0,0,77,Jevon Kearse,OLB,0,37,262,0,1999
4751,4.37,4.95,,0,16,112,Kansas State,0,0,73,Jeff Kelly,ILB,0,32,256,0,1999
4752,0,4.86,,0,24,0,Mississippi State,0,0,76,Reggie Kelly,TE,0,32,254,0,1999
4753,4.3,4.94,,0,22,116,Nebraska,0,0,75,Chad Kelsay,OLB,0,35.5,254,0,1999
4754,4.42,4.72,,0,21,111,Virginia,0,0,78,Patrick Kerney,DE,0,31,266,0,1999
4755,4.79,5.58,,0,0,94,,0,0,75,Scott Kiernan,OG,0,28,307,0,1999
4756,4.32,4.71,,0,22,113,,0,0,68,Jaime Kimbrough,RB,0,34.5,198,0,1999
4757,4.36,5.1,,0,27,105,Richmond,0,0,77,Eric King,OG,0,27,290,0,1999
4758,4.28,4.77,,0,22,108,Saginaw Valley,0,0,75,Lamar King,DE,0,30,299,0,1999
4759,4.29,4.77,,0,0,113,Tulane,0,0,73,Shaun King,QB,0,33,221,25,1999
4760,4.33,4.79,,0,18,114,North Dakota,0,0,75,Jim Kleinsasser,TE,0,34.5,272,0,1999
4761,4.83,5.43,,0,21,98,,0,0,78,Josh Kobdish,OT,0,24,301,0,1999
4762,4.55,5.14,,0,21,106,,0,0,76,Steve Konopka,DT,0,27,298,0,1999
4763,0,4.62,,0,21,113,Syracuse,0,0,75,Rob Konrad,FB,0,36,251,0,1999
4764,4.56,4.92,,0,0,107,,0,0,74,Brian Kuklick,QB,0,31,204,29,1999
4765,4.27,5.15,,0,17,111,West Virginia,0,0,77,Kevin Landolt,DT,0,27,298,0,1999
4766,4.54,5.15,,0,26,101,,0,0,76,Dan Lauta,OT,0,26,301,0,1999
4767,4.24,5.12,,0,20,115,,0,0,74,Courtney Ledyard,ILB,0,34.5,250,0,1999
4768,4.27,4.78,,0,0,116,,0,0,74,Graham Leigh,QB,0,32.5,212,22,1999
4769,0,5.09,,0,31,0,Georgia,0,0,74,Emarlos Leroy,DT,0,0,306,0,1999
4770,4.26,4.87,,0,25,106,,0,0,74,Derek Lewis,TE,0,27.5,250,0,1999
4771,4.09,4.45,,0,0,123,,0,0,69,Marvin Love,CB,0,35.5,164,0,1999
4772,4.43,5.19,,0,23,96,San Jose State,0,0,75,David Loverne,OG,0,25,292,0,1999
4773,4.38,4.95,,0,0,108,Arizona,0,0,79,Mike Lucky,TE,0,29,269,0,1999
4774,0,4.98,,0,19,111,,0,0,79,John Lumpkin,TE,0,34.5,274,0,1999
4775,4.35,4.97,,0,0,103,,0,0,74,Jason Maas,QB,0,31.5,210,43,1999
4776,0,4.65,,0,20,113,,0,0,73,Stacey Mack,FB,0,33,236,0,1999
4777,4.05,4.81,,0,18,106,Nebraska,0,0,71,Joel Makovicka,FB,0,32.5,245,0,1999
4778,4.25,4.51,,0,10,117,,0,0,70,Deshone Mallard,CB,0,35.5,186,0,1999
4779,4.22,4.83,,0,22,110,Wisconsin,0,0,73,Cecil Martin,FB,0,35.5,239,0,1999
4780,4.08,4.53,,0,0,121,Arizona,0,0,73,Chris McAlister,CB,0,38,205,0,1999
4781,4.38,4.91,,0,19,113,,0,0,74,Jonathan McCall,DE,0,31,273,0,1999
4782,4.51,5.24,,0,29,98,LSU,0,0,74,Todd McClure,OC,0,28,298,0,1999
4783,4.21,5,,0,12,107,,0,0,75,Kevin McCullar,OLB,0,30,245,0,1999
4784,4.35,4.48,,0,13,118,USC,0,0,69,Daylon McCutcheon,CB,0,36,180,0,1999
4785,4.32,4.63,,0,0,112,,0,0,73,Jeremy McDaniel,WR,0,33.5,197,0,1999
4786,4.24,4.72,,0,0,113,Kansas State,0,0,75,Darnell McDonald,WR,0,34,202,0,1999
4787,4.28,4.85,,0,25,120,LSU,0,0,73,Anthony McFarland,DT,0,28.5,299,0,1999
4788,4.36,4.5,,0,0,114,Texas,0,0,68,Wane McGarity,WR,0,33,194,0,1999
4789,4.34,5.05,,0,30,0,Florida,0,0,74,Reggie McGrew,DT,0,0,307,0,1999
4790,4.13,4.53,,0,0,113,Florida,0,0,68,Travis McGriff,WR,0,35.5,185,0,1999
4791,4.11,4.58,,0,0,115,Memphis,0,0,73,Mike McKenzie,FS,0,34,191,0,1999
4792,4.25,4.72,,0,21,117,,0,0,75,C.J. McLain,OLB,0,36,243,0,1999
4793,4.14,4.67,,0,18,107,California,0,0,75,John McLaughlin,OLB,0,31.5,247,0,1999
4794,4.38,4.64,,0,0,117,Syracuse,0,0,74,Donovan McNabb,QB,0,33,223,14,1999
4795,4.28,4.73,,0,0,113,UCLA,0,0,73,Cade McNown,QB,0,33.5,213,28,1999
4796,3.96,4.24,,0,0,117,Eastern Kentucky,0,0,69,Rondel Menendez,WR,0,37,178,0,1999
4797,4.12,4.77,,0,12,120,,0,0,76,Arnold Miller,DE,0,33.5,240,0,1999
4798,4.28,4.63,,0,0,114,USC,0,0,75,Billy Miller,WR,0,34.5,215,0,1999
4799,4.31,4.51,,0,0,0,Ohio State,0,0,73,Dee Miller,WR,0,33.5,199,0,1999
4800,4.67,5.48,,0,30,105,,0,0,77,Jason Mills,OG,0,24,315,0,1999
4801,4.27,4.72,,0,0,112,Notre Dame,0,0,73,Kory Minor,OLB,0,31,244,0,1999
4802,4.1,4.42,,0,11,125,UCF,0,0,70,Paul Miranda,CB,0,40.5,180,0,1999
4803,4.08,4.47,,0,24,121,Southern Methodist,0,0,70,Donald Mitchell,CB,0,37,187,0,1999
4804,0,4.74,,0,0,118,,0,0,75,Kenny Mitchell,WR,0,37,217,0,1999
4805,0,4.74,,0,0,108,,0,0,77,Tywan Mitchell,WR,0,30.5,223,0,1999
4806,4.22,4.63,,0,0,0,Ohio State,0,0,71,Joe Montgomery,RB,0,0,227,0,1999
4807,4.22,4.6,,0,21,118,Ohio State,0,0,71,Damon Moore,SS,0,35,209,0,1999
4808,4.67,5.45,,0,24,103,,0,0,74,Ulysses Moore,OG,0,26,313,0,1999
4809,4.62,5.29,,0,0,92,,0,0,76,Jeremy Morgan,OG,0,23.5,296,0,1999
4810,4.12,4.45,,0,17,112,Washington State,0,0,69,Dee Moronkola,CB,0,33.5,204,0,1999
4811,4.77,5.47,,0,0,92,Arizona,0,0,75,Edwin Mulitalo,OT,0,23.5,328,0,1999
4812,4.06,4.64,,0,0,119,,0,0,71,Joe Nastasi,WR,0,37,197,0,1999
4813,4.19,4.64,,0,18,114,Colorado,0,0,75,Hannibal Navies,OLB,0,33,239,0,1999
4814,4.41,4.64,,0,10,115,,0,0,70,Gerald Neasman,CB,0,31.5,186,0,1999
4815,4.91,5.26,,0,23,88,,0,0,76,Jamar Nesbit,OC,0,26.5,336,0,1999
4816,4.69,5.25,,0,25,104,,0,0,76,Mike Newell,OC,0,28.5,292,0,1999
4817,4.73,5.21,,0,20,105,,0,0,75,Robert Newkirk,DT,0,26,298,0,1999
4818,4.37,4.78,,0,18,111,North Carolina,0,0,75,Keith Newman,ILB,0,32,239,0,1999
4819,0,4.74,,0,19,0,Texas A&M,0,0,71,Dat Nguyen,ILB,0,0,234,0,1999
4820,4.67,5.24,,0,29,104,,0,0,77,Ben Nichols,OG,0,30,307,0,1999
4821,4.73,5.3,,0,21,98,,0,0,78,Rick Nord,OG,0,25.5,306,0,1999
4822,4.77,5.17,,0,20,100,,0,0,77,Jeremy Offutt,OC,0,26,310,0,1999
4823,4.05,4.7,,0,20,119,,0,0,73,Kendell Ogle,OLB,0,35,235,0,1999
4824,4.2,4.74,,0,17,118,Purdue,0,0,77,Chike Okeafor,OLB,0,36.5,254,0,1999
4825,4.34,4.88,,0,19,118,,0,0,78,Patterson Owens,DE,0,35,273,0,1999
4826,4.51,5.13,,0,38,117,,0,0,75,Craig Page,OC,0,32,295,0,1999
4827,0,5.24,,0,24,106,West Virginia,0,0,77,Solomon Page,OT,0,31.5,306,0,1999
4828,4.27,4.39,,0,8,113,Weber State,0,0,73,Anthony Parker,CB,0,31,197,0,1999
4829,4.16,4.49,,0,13,120,Oklahoma,0,0,70,DeMond Parker,RB,0,41.5,189,0,1999
4830,0,4.46,,0,0,118,USC,0,0,73,Larry Parker,WR,0,35.5,200,0,1999
4831,4.09,4.55,,0,0,122,,0,0,70,Sirr Parker,RB,0,40,190,0,1999
4832,4.44,4.69,,0,27,116,Arizona State,0,0,73,Jeff Paulk,FB,0,35.5,242,0,1999
4833,4.69,5.31,,0,25,100,,0,0,73,Chad Pegues,DT,0,26,289,0,1999
4834,4.23,4.58,,0,17,124,North Carolina State,0,0,73,Jason Perry,FS,0,36.5,200,0,1999
4835,4.08,4.47,,0,18,118,Florida,0,0,74,Mike Peterson,OLB,0,36,233,0,1999
4836,4.48,5.21,,0,33,102,Notre Dame,0,0,78,Luke Petitgout,OT,0,29,315,0,1999
4837,4.68,5.19,,0,40,100,Florida,0,0,77,Zach Piller,OT,0,26.5,331,0,1999
4838,4.18,4.57,,0,0,113,Cincinnati,0,0,75,Chad Plummer,WR,0,33,233,0,1999
4839,4.41,4.68,,0,27,124,Colorado State,0,0,75,Joey Porter,OLB,0,39,241,0,1999
4840,4.14,4.43,,0,0,116,,0,0,70,Ronnie Powell,RB,0,35.5,174,0,1999
4841,4.09,4.55,,0,0,116,Tennessee,0,0,71,Peerless Price,WR,0,35,180,0,1999
4842,4.39,4.91,,0,22,111,North Carolina,0,0,76,Mike Pringley,DE,0,0,268,0,1999
4843,3.97,4.55,,0,18,134,Virginia Tech,0,0,70,Pierson Prioleau,FS,0,42,191,0,1999
4844,4.73,5.41,,0,25,98,,0,0,76,Brian Pukenas,OG,0,26.5,303,0,1999
4845,4.86,5.49,,0,25,99,,0,0,77,Ian Rafferty,OT,0,23.5,296,0,1999
4846,4.33,4.91,,0,26,111,Virginia,0,0,74,Wali Rainer,ILB,0,32,241,0,1999
4847,4.19,4.61,,0,0,115,,0,0,71,Marcus Ray,SS,0,35.5,206,0,1999
4848,0,5.4,,0,0,100,,0,0,77,Jarvis Reado,OT,0,26,328,0,1999
4849,4.23,4.84,,0,20,108,Texas Tech,0,0,74,Montae Reagor,DE,0,34.5,263,0,1999
4850,4.11,4.61,,0,0,122,Southern Methodist,0,0,71,Jacoby Rhinehart,CB,0,34,187,0,1999
4851,4.86,5.37,,0,16,94,,0,0,78,Cleve Roberts,OT,0,23.5,290,0,1999
4852,4.39,4.76,,0,19,109,,0,0,74,Brian Rogers,ILB,0,36,239,0,1999
4853,4.9,5.22,,0,21,96,,0,0,75,Derek Rose,OC,0,25.5,283,0,1999
4854,4.76,5.36,,0,26,96,,0,0,78,Marek Rubin,OT,0,25,310,0,1999
4855,4.33,4.85,,0,17,115,Nebraska,0,0,77,Mike Rucker,DE,0,33.5,260,0,1999
4856,4.68,5.34,,0,18,94,Arizona State,0,0,77,Grey Ruegamer,OC,0,27.5,315,0,1999
4857,4.33,4.99,,0,22,113,,0,0,74,Orlando Ruff,ILB,0,33,248,0,1999
4858,4.21,4.63,,0,18,115,Florida,0,0,74,Johnny Rutledge,ILB,0,33,245,0,1999
4859,4.34,4.84,,0,24,118,Massachusetts,0,0,75,Khari Samuel,ILB,0,35,242,0,1999
4860,0,4.78,,0,0,112,,0,0,74,David Saunders,WR,0,32,203,0,1999
4861,4.35,4.89,,0,23,112,UNLV,0,0,74,Talance Sawyer,DE,0,31.5,268,0,1999
4862,4.53,5.33,,0,24,109,,0,0,77,Tom Schau,OC,0,28,302,0,1999
4863,4.27,4.92,,0,23,108,Penn State,0,0,75,Brad Scioli,DE,0,33.5,277,0,1999
4864,0,5.76,,0,0,85,,0,0,74,Yusef Scott,OG,0,24,324,0,1999
4865,4.31,4.57,,0,16,116,,0,0,69,Thomas Seih,RB,0,35,212,0,1999
4866,4.22,4.49,,0,17,0,,0,0,68,Brian Shay,RB,0,0,213,0,1999
4867,4.77,5.44,,0,22,100,Eastern Michigan,0,0,78,L.J. Shelton,OT,0,29.5,341,0,1999
4868,4.06,4.55,,0,23,123,Weber State,0,0,76,Scott Shields,SS,0,35,228,0,1999
4869,4.72,5.43,,0,24,94,,0,0,75,Bobby Singh,OG,0,26,316,0,1999
4870,4.94,5.75,,0,19,97,,0,0,77,Andre Slappey,DT,0,25.5,302,0,1999
4871,4.32,4.64,,0,0,115,,0,0,74,Tony Small,WR,0,35,220,0,1999
4872,4.34,5.06,,0,19,110,Northern Colorado,0,0,77,Aaron Smith,DE,0,29.5,279,27,1999
4873,4.29,4.66,,0,0,114,Oregon,0,0,75,Akili Smith,QB,0,34,227,26,1999
4874,4.67,4.94,,0,21,108,,0,0,73,Brian Smith,OLB,0,32.5,252,0,1999
4875,4.46,5.07,,0,21,101,,0,0,76,Devon Smith,TE,0,29.5,244,0,1999
4876,4.77,5.23,,0,38,102,,0,0,76,Jeff Smith,OC,0,25,286,0,1999
4877,4.39,5.12,,0,22,111,Florida State,0,0,77,Larry Smith,DT,0,30,288,0,1999
4878,4.12,4.6,,0,0,133,California,0,0,75,Marquis Smith,SS,0,39.5,218,0,1999
4879,4.24,4.64,,0,0,113,East Carolina,0,0,73,Troy Smith,WR,0,35.5,194,15,1999
4880,4.38,4.88,,0,20,110,,0,0,76,Brandon Southward,ILB,0,30.5,242,0,1999
4881,3.86,4.5,,0,0,117,,0,0,73,Creig Spann,WR,0,36.5,191,0,1999
4882,4.36,5,,0,23,117,Texas A&M,0,0,75,Cameron Spikes,OG,0,32.5,314,0,1999
4883,4.16,4.63,,0,19,115,,0,0,74,Derrick Spiller,TE,0,34,241,0,1999
4884,4.4,4.95,,0,20,113,,0,0,76,Donnie Spragan,OLB,0,33,236,0,1999
4885,4.6,5.24,,0,25,99,Troy,0,0,77,Marcus Spriggs,DT,0,27.5,297,0,1999
4886,4.34,4.66,,0,29,118,,0,0,75,Mike Stanec,ILB,0,38,241,0,1999
4887,4.17,4.84,,0,23,113,,0,0,70,Aaron Stecker,RB,0,32.5,210,0,1999
